DataCollectionPeriod,StartDate,EndDate,Meter_WaterUse,CIWS-DL_WaterUse,PercentError_Vol,N_ExpectedValues,N_ActualValues,PercentError_Count,OutdoorWaterUse_Expected
1,2019-10-14 12:41:00,2019-10-18 15:06:00,1198.7000000001863,1190.095305,-0.7178355718849482,88575.0,88569,-0.006773920406435224,No
2,2019-10-18 15:06:00,2019-10-25 08:44:00,1635.0,1640.2047900000002,0.31833577981652783,145470.0,145451,-0.013061112256822712,No
3,2019-10-25 08:44:00,2019-11-06 15:13:00,3390.7999999998137,3398.441064,0.22534693878101866,265035.0,265010,-0.009432716433678571,No
4,2019-11-14 11:13:00,2019-11-25 13:12:00,3539.1999999999534,3542.9006130000002,0.10456071993803298,239385.0,239359,-0.01086116506882219,No
5,2020-06-19 08:30:00,2020-07-02 10:36:00,3926.0,3929.2497900000003,0.08277610799797001,282690.0,282638,-0.018394707984010755,Yes
