X1,StartTime,EndTime,Duration,OriginalVolume,OriginalFlowRate,Peak_Value,Mode_Value,Label,Site
0,2019-08-30T08:28:08Z,2019-08-30T08:28:12Z,0.133333333,0.132784,0.99588,0.066392,0.033196,faucet,12
1,2019-08-30T08:28:24Z,2019-08-30T08:28:28Z,0.133333333,0.16598,1.24485,0.066392,0.033196,faucet,12
2,2019-08-30T08:30:20Z,2019-08-30T08:30:24Z,0.133333333,0.132784,0.99588,0.099588,0.033196,faucet,12
3,2019-08-30T10:02:24Z,2019-08-30T10:02:32Z,0.2,0.232372,1.16186,0.066392,0.033196,faucet,12
4,2019-08-30T10:04:52Z,2019-08-30T10:05:32Z,0.733333333,0.597528,0.814810909,0.033196,0.033196,faucet,12
5,2019-08-30T10:05:40Z,2019-08-30T10:05:44Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
6,2019-08-30T11:20:48Z,2019-08-30T11:20:56Z,0.2,0.132784,0.66392,0.033196,0.033196,faucet,12
7,2019-08-30T11:25:16Z,2019-08-30T11:25:20Z,0.133333333,0.16598,1.24485,0.066392,0.033196,faucet,12
8,2019-08-30T11:27:56Z,2019-08-30T11:28:04Z,0.2,0.199176,0.99588,0.066392,0.033196,faucet,12
9,2019-08-30T12:00:08Z,2019-08-30T12:00:16Z,0.2,0.132784,0.66392,0.033196,0.033196,faucet,12
10,2019-08-30T12:00:44Z,2019-08-30T12:00:48Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
11,2019-08-30T12:01:28Z,2019-08-30T12:01:48Z,0.4,0.630724,1.57681,0.132784,0.066392,faucet,12
12,2019-08-30T12:04:08Z,2019-08-30T12:04:12Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
13,2019-08-30T12:06:28Z,2019-08-30T12:06:32Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
14,2019-08-30T12:08:36Z,2019-08-30T12:08:40Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
15,2019-08-30T12:10:36Z,2019-08-30T12:10:40Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
16,2019-08-30T12:17:52Z,2019-08-30T12:17:56Z,0.133333333,0.099588,0.74691,0.066392,0.033196,faucet,12
17,2019-08-30T12:39:28Z,2019-08-30T12:39:32Z,0.133333333,0.132784,0.99588,0.033196,0.033196,faucet,12
18,2019-08-30T12:56:04Z,2019-08-30T12:56:08Z,0.133333333,0.132784,0.99588,0.066392,0.033196,faucet,12
19,2019-08-30T12:57:40Z,2019-08-30T12:59:52Z,2.266666667,2.82166,1.24485,0.099588,0.066392,faucet,12
20,2019-08-30T13:33:08Z,2019-08-30T13:33:12Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,12
21,2019-08-30T13:33:44Z,2019-08-30T13:33:48Z,0.133333333,0.099588,0.74691,0.066392,0.033196,faucet,12
22,2019-08-30T15:49:24Z,2019-08-30T15:50:44Z,1.4,3.917128,2.797948571,0.16598,0.16598,toilet,12
23,2019-08-30T15:51:48Z,2019-08-30T15:53:32Z,1.8,2.091348,1.16186,0.066392,0.066392,faucet,12
24,2019-08-30T16:44:24Z,2019-08-30T16:46:40Z,2.333333333,2.788464,1.195056,0.099588,0.066392,faucet,12
25,2019-08-30T17:10:16Z,2019-08-30T17:10:20Z,0.133333333,0.099588,0.74691,0.066392,0.033196,faucet,12
26,2019-08-30T17:11:56Z,2019-08-30T17:12:00Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,12
27,2019-08-30T17:24:28Z,2019-08-30T17:24:32Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
28,2019-08-30T17:25:08Z,2019-08-30T17:25:20Z,0.266666667,0.16598,0.622425,0.033196,0.033196,faucet,12
29,2019-08-30T17:34:32Z,2019-08-30T17:34:40Z,0.2,0.16598,0.8299,0.033196,0.033196,faucet,12
30,2019-08-30T17:35:44Z,2019-08-30T17:35:48Z,0.133333333,0.16598,1.24485,0.066392,0.033196,faucet,12
31,2019-08-30T17:37:56Z,2019-08-30T17:38:00Z,0.133333333,0.099588,0.74691,0.066392,0.033196,faucet,12
32,2019-08-30T18:01:20Z,2019-08-30T18:01:28Z,0.2,0.232372,1.16186,0.066392,0.066392,faucet,12
33,2019-08-30T18:07:04Z,2019-08-30T18:07:12Z,0.2,0.232372,1.16186,0.066392,0.033196,faucet,12
34,2019-08-30T18:07:40Z,2019-08-30T18:08:04Z,0.466666667,0.66392,1.422685714,0.099588,0.066392,faucet,12
35,2019-08-30T18:08:12Z,2019-08-30T18:08:16Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
36,2019-08-30T18:08:32Z,2019-08-30T18:08:36Z,0.133333333,0.199176,1.49382,0.066392,0.033196,faucet,12
37,2019-08-30T18:08:56Z,2019-08-30T18:09:00Z,0.133333333,0.232372,1.74279,0.066392,0.033196,faucet,12
38,2019-08-30T18:09:56Z,2019-08-30T18:10:00Z,0.133333333,0.132784,0.99588,0.066392,0.033196,faucet,12
39,2019-08-30T18:37:52Z,2019-08-30T18:38:00Z,0.2,0.099588,0.49794,0.033196,0.033196,faucet,12
40,2019-08-30T18:51:16Z,2019-08-30T18:51:20Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
41,2019-08-30T18:54:40Z,2019-08-30T18:54:44Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
42,2019-08-30T19:37:40Z,2019-08-30T19:37:48Z,0.2,0.199176,0.99588,0.066392,0.033196,faucet,12
43,2019-08-31T05:48:32Z,2019-08-31T05:49:48Z,1.333333333,3.883932,2.912949,0.199176,0.16598,toilet,12
44,2019-08-31T05:50:52Z,2019-08-31T05:50:56Z,0.133333333,0.298764,2.24073,0.099588,0.033196,faucet,12
45,2019-08-31T05:51:32Z,2019-08-31T05:51:36Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,12
46,2019-08-31T05:51:56Z,2019-08-31T05:52:00Z,0.133333333,0.16598,1.24485,0.066392,0.033196,faucet,12
47,2019-08-31T06:05:40Z,2019-08-31T06:07:56Z,2.333333333,3.020836,1.294644,0.132784,0.066392,faucet,12
48,2019-08-31T06:37:40Z,2019-08-31T06:37:52Z,0.266666667,0.431548,1.618305,0.066392,0.066392,faucet,12
49,2019-08-31T06:39:32Z,2019-08-31T06:39:36Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,12
50,2019-08-31T06:47:32Z,2019-08-31T06:47:36Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,12
51,2019-08-31T07:35:24Z,2019-08-31T07:35:32Z,0.2,0.16598,0.8299,0.066392,0.033196,faucet,12
52,2019-08-31T07:44:48Z,2019-08-31T07:47:04Z,2.333333333,2.854856,1.223509714,0.099588,0.066392,faucet,12
53,2019-08-31T07:47:40Z,2019-08-31T07:49:56Z,2.333333333,2.788464,1.195056,0.066392,0.066392,faucet,12
54,2019-08-31T07:51:00Z,2019-08-31T07:51:04Z,0.133333333,0.132784,0.99588,0.033196,0.033196,faucet,12
55,2019-08-31T07:52:44Z,2019-08-31T07:52:48Z,0.133333333,0.132784,0.99588,0.033196,0.033196,faucet,12
56,2019-08-31T08:01:16Z,2019-08-31T08:01:20Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,12
57,2019-08-31T08:08:56Z,2019-08-31T08:09:00Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,12
58,2019-08-31T11:31:28Z,2019-08-31T11:31:36Z,0.2,0.232372,1.16186,0.066392,0.066392,faucet,12
59,2019-08-31T11:44:24Z,2019-08-31T11:44:28Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,12
60,2019-08-31T11:47:32Z,2019-08-31T11:47:40Z,0.2,0.232372,1.16186,0.066392,0.033196,faucet,12
61,2019-08-31T12:31:04Z,2019-08-31T12:31:12Z,0.2,0.199176,0.99588,0.066392,0.033196,faucet,12
62,2019-08-31T12:33:56Z,2019-08-31T12:34:04Z,0.2,0.16598,0.8299,0.033196,0.033196,faucet,12
63,2019-08-31T12:34:48Z,2019-08-31T12:35:08Z,0.4,0.464744,1.16186,0.066392,0.033196,faucet,12
64,2019-08-31T12:38:08Z,2019-08-31T12:38:32Z,0.466666667,0.265568,0.569074286,0.033196,0.033196,faucet,12
65,2019-08-31T12:39:08Z,2019-08-31T12:39:48Z,0.733333333,0.464744,0.633741818,0.033196,0.033196,faucet,12
66,2019-08-31T12:40:28Z,2019-08-31T12:41:04Z,0.666666667,0.464744,0.697116,0.066392,0.033196,faucet,12
67,2019-08-31T12:52:20Z,2019-08-31T12:53:08Z,0.866666667,0.564332,0.651152308,0.033196,0.033196,faucet,12
68,2019-08-31T12:53:32Z,2019-08-31T12:54:20Z,0.866666667,0.564332,0.651152308,0.033196,0.033196,faucet,12
69,2019-08-31T12:57:40Z,2019-08-31T12:58:28Z,0.866666667,0.564332,0.651152308,0.033196,0.033196,faucet,12
70,2019-08-31T12:58:56Z,2019-08-31T12:59:44Z,0.866666667,0.564332,0.651152308,0.033196,0.033196,faucet,12
71,2019-08-31T13:27:20Z,2019-08-31T13:28:24Z,1.133333333,1.32784,1.171623529,0.066392,0.066392,faucet,12
