X1,StartTime,EndTime,Duration,OriginalVolume,OriginalFlowRate,Peak_Value,Mode_Value,Label,Site
0,2019-10-28T14:40:01Z,2019-10-28T14:40:05Z,0.133333333,0.076275,0.5720625,0.05085,0.025425,faucet,26
1,2019-10-28T14:48:13Z,2019-10-28T14:49:41Z,1.533333333,1.37295,0.895402174,0.05085,0.05085,faucet,26
2,2019-10-28T14:50:01Z,2019-10-28T14:50:13Z,0.266666667,0.127125,0.47671875,0.025425,0.025425,faucet,26
3,2019-10-28T14:51:29Z,2019-10-28T14:51:33Z,0.133333333,0.076275,0.5720625,0.05085,0.025425,faucet,26
4,2019-10-28T14:54:29Z,2019-10-28T14:54:37Z,0.2,0.1017,0.5085,0.025425,0.025425,faucet,26
5,2019-10-28T15:00:45Z,2019-10-28T15:01:41Z,1,1.5255,1.5255,0.1017,0.1017,toilet,26
6,2019-10-28T15:04:45Z,2019-10-28T15:05:49Z,1.133333333,1.8306,1.615235294,0.15255,0.1017,toilet,26
7,2019-10-28T15:19:57Z,2019-10-28T15:20:05Z,0.2,0.076275,0.381375,0.025425,0.025425,faucet,26
8,2019-10-28T15:29:37Z,2019-10-28T15:30:37Z,1.066666667,1.7289,1.62084375,0.1017,0.1017,toilet,26
9,2019-10-28T15:40:13Z,2019-10-28T15:40:25Z,0.266666667,0.1017,0.381375,0.025425,0.025425,faucet,26
10,2019-10-28T15:47:29Z,2019-10-28T15:47:45Z,0.333333333,0.25425,0.76275,0.05085,0.025425,faucet,26
11,2019-10-28T15:48:21Z,2019-10-28T15:48:29Z,0.2,0.1017,0.5085,0.025425,0.025425,faucet,26
12,2019-10-28T15:48:37Z,2019-10-28T15:48:41Z,0.133333333,0.05085,0.381375,0.025425,0.025425,faucet,26
13,2019-10-28T15:58:49Z,2019-10-28T15:59:05Z,0.333333333,0.2034,0.6102,0.025425,0.025425,faucet,26
14,2019-10-28T15:59:37Z,2019-10-28T15:59:41Z,0.133333333,0.05085,0.381375,0.025425,0.025425,faucet,26
15,2019-10-28T16:04:57Z,2019-10-28T16:06:01Z,1.133333333,1.67805,1.480632353,0.1017,0.1017,toilet,26
16,2019-10-28T16:11:13Z,2019-10-28T16:12:53Z,1.733333333,2.3391,1.349480769,0.1017,0.076275,toilet,26
17,2019-10-28T16:17:17Z,2019-10-28T16:17:49Z,0.6,0.6102,1.017,0.05085,0.05085,faucet,26
18,2019-10-28T16:30:29Z,2019-10-28T16:33:53Z,3.466666667,3.279825,0.946103365,0.05085,0.05085,faucet,26
19,2019-10-28T16:34:21Z,2019-10-28T16:40:29Z,6.2,12.076875,1.947883065,0.15255,0.127125,shower,26
20,2019-10-28T16:40:37Z,2019-10-28T16:41:25Z,0.866666667,0.788175,0.909432692,0.05085,0.05085,faucet,26
21,2019-10-28T16:41:45Z,2019-10-28T16:42:21Z,0.666666667,0.584775,0.8771625,0.05085,0.05085,faucet,26
22,2019-10-28T16:43:29Z,2019-10-28T16:44:13Z,0.8,0.7119,0.889875,0.05085,0.05085,faucet,26
23,2019-10-28T16:48:33Z,2019-10-28T16:49:09Z,0.666666667,0.584775,0.8771625,0.05085,0.05085,faucet,26
24,2019-10-28T16:53:25Z,2019-10-28T17:10:25Z,17.06666667,32.89995,1.927731445,0.228825,0.127125,shower,26
25,2019-10-28T17:10:33Z,2019-10-28T17:10:37Z,0.133333333,0.05085,0.381375,0.025425,0.025425,faucet,26
26,2019-10-28T17:12:45Z,2019-10-28T17:12:49Z,0.133333333,0.05085,0.381375,0.025425,0.025425,faucet,26
27,2019-10-28T17:38:53Z,2019-10-28T17:39:25Z,0.6,0.381375,0.635625,0.025425,0.025425,faucet,26
28,2019-10-28T17:39:49Z,2019-10-28T17:39:53Z,0.133333333,0.05085,0.381375,0.025425,0.025425,faucet,26
29,2019-10-28T17:59:21Z,2019-10-28T17:59:45Z,0.466666667,0.533925,1.144125,0.127125,0.025425,faucet,26
30,2019-10-28T17:59:57Z,2019-10-28T18:00:21Z,0.466666667,0.7119,1.5255,0.127125,0.05085,faucet,26
