X1,StartTime,EndTime,Duration,OriginalVolume,OriginalFlowRate,Peak_Value,Mode_Value,Label,Site
0,2019-10-04T12:08:03Z,2019-10-04T12:08:07Z,0.133333333,0.017398,0.130485,0.095689,0.043495,faucet,16
1,2019-10-04T12:08:15Z,2019-10-04T12:08:43Z,0.533333333,0.165281,0.309901875,0.026097,0.017398,faucet,16
2,2019-10-04T12:08:51Z,2019-10-04T12:09:27Z,0.666666667,0.269669,0.4045035,0.034796,0.017398,faucet,16
3,2019-10-04T17:48:07Z,2019-10-04T17:48:55Z,0.866666667,2.209546,2.549476154,0.182679,0.17398,toilet,16
4,2019-10-04T17:56:07Z,2019-10-04T17:56:19Z,0.266666667,0.217475,0.81553125,0.043495,0.043495,faucet,16
5,2019-10-04T17:56:31Z,2019-10-04T17:56:47Z,0.333333333,0.104388,0.313164,0.017398,0.017398,faucet,16
6,2019-10-04T18:24:27Z,2019-10-04T18:24:31Z,0.133333333,0.069592,0.52194,0.017398,0.008699,faucet,16
7,2019-10-04T19:14:35Z,2019-10-04T19:15:23Z,0.866666667,2.113857,2.439065769,0.17398,0.17398,toilet,16
8,2019-10-04T19:57:59Z,2019-10-04T19:58:55Z,1,1.65281,1.65281,0.113087,0.104388,toilet,16
9,2019-10-04T20:05:51Z,2019-10-04T20:05:55Z,0.133333333,0.139184,1.04388,0.060893,0.026097,faucet,16
10,2019-10-04T20:07:59Z,2019-10-04T20:08:03Z,0.133333333,0.043495,0.3262125,0.008699,0.008699,faucet,16
11,2019-10-04T20:39:35Z,2019-10-04T20:40:27Z,0.933333333,1.504927,1.612421786,0.104388,0.104388,toilet,16
12,2019-10-04T22:51:47Z,2019-10-04T22:52:43Z,1,1.496228,1.496228,0.104388,0.104388,toilet,16
13,2019-10-05T03:26:55Z,2019-10-05T03:27:59Z,1.133333333,1.600616,1.412308235,0.104388,0.104388,toilet,16
14,2019-10-05T07:36:55Z,2019-10-05T07:37:15Z,0.4,0.252271,0.6306775,0.043495,0.034796,faucet,16
15,2019-10-05T07:37:31Z,2019-10-05T07:37:43Z,0.266666667,0.156582,0.5871825,0.043495,0.026097,faucet,16
16,2019-10-05T07:39:35Z,2019-10-05T07:39:43Z,0.2,0.147883,0.739415,0.034796,0.034796,faucet,16
17,2019-10-05T07:41:39Z,2019-10-05T07:42:27Z,0.866666667,2.122556,2.449103077,0.17398,0.17398,toilet,16
18,2019-10-05T07:45:19Z,2019-10-05T07:45:23Z,0.133333333,0.104388,0.78291,0.034796,0.017398,faucet,16
19,2019-10-05T07:57:07Z,2019-10-05T07:57:55Z,0.866666667,2.26174,2.6097,0.182679,0.182679,toilet,16
20,2019-10-05T08:03:11Z,2019-10-05T08:03:23Z,0.266666667,0.217475,0.81553125,0.052194,0.017398,faucet,16
21,2019-10-05T08:26:31Z,2019-10-05T08:26:39Z,0.2,0.121786,0.60893,0.034796,0.034796,faucet,16
22,2019-10-05T08:27:23Z,2019-10-05T08:29:11Z,1.866666667,2.131255,1.14174375,0.104388,0.104388,toilet,16
23,2019-10-05T09:10:07Z,2019-10-05T09:11:11Z,1.133333333,0.774211,0.683127353,0.043495,0.043495,faucet,16
24,2019-10-05T09:14:51Z,2019-10-05T09:15:39Z,0.866666667,2.218245,2.559513462,0.191378,0.182679,toilet,16
25,2019-10-05T09:18:47Z,2019-10-05T09:19:51Z,1.133333333,0.756813,0.667776176,0.043495,0.043495,faucet,16
26,2019-10-05T09:23:31Z,2019-10-05T09:24:27Z,1,1.522325,1.522325,0.104388,0.104388,toilet,16
27,2019-10-05T09:25:27Z,2019-10-05T09:26:35Z,1.2,0.800308,0.666923333,0.043495,0.043495,faucet,16
28,2019-10-05T09:47:35Z,2019-10-05T09:48:31Z,1,1.496228,1.496228,0.104388,0.104388,toilet,16
29,2019-10-05T10:22:39Z,2019-10-05T10:23:23Z,0.8,2.244342,2.8054275,0.182679,0.182679,toilet,16
