X1,StartTime,EndTime,Duration,OriginalVolume,OriginalFlowRate,Peak_Value,Mode_Value,Label,Site
0,2019-08-30T10:15:36Z,2019-08-30T10:16:00Z,0.466666667,0.49794,1.067014286,0.066392,0.066392,faucet,14
1,2019-08-30T10:17:44Z,2019-08-30T10:18:08Z,0.466666667,0.49794,1.067014286,0.066392,0.066392,faucet,14
2,2019-08-30T10:18:20Z,2019-08-30T10:18:52Z,0.6,0.796704,1.32784,0.066392,0.066392,faucet,14
3,2019-08-30T10:19:04Z,2019-08-30T10:20:08Z,1.133333333,1.792584,1.581691765,0.099588,0.099588,toilet,14
4,2019-08-30T15:49:44Z,2019-08-30T15:50:00Z,0.333333333,0.365156,1.095468,0.066392,0.066392,faucet,14
5,2019-08-30T15:51:00Z,2019-08-30T15:51:04Z,0.133333333,0.132784,0.99588,0.066392,0.033196,faucet,14
6,2019-08-30T17:43:32Z,2019-08-30T17:44:04Z,0.6,14.075104,23.45850667,1.626604,1.593408,irrigation,14
7,2019-08-30T17:44:36Z,2019-08-30T17:51:40Z,7.133333333,173.017552,24.25479701,1.626604,1.626604,irrigation,14
8,2019-08-30T17:53:04Z,2019-08-30T17:53:24Z,0.4,0.33196,0.8299,0.066392,0.033196,faucet,14
9,2019-08-30T18:02:40Z,2019-08-30T18:02:44Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,14
10,2019-08-30T19:07:24Z,2019-08-30T19:08:28Z,1.133333333,2.224132,1.962469412,0.16598,0.16598,toilet,14
11,2019-08-30T19:35:48Z,2019-08-30T19:36:00Z,0.266666667,0.265568,0.99588,0.066392,0.033196,faucet,14
12,2019-08-30T19:57:44Z,2019-08-30T19:58:08Z,0.466666667,1.128664,2.418565714,0.16598,0.16598,toilet,14
13,2019-08-30T21:08:36Z,2019-08-30T21:10:08Z,1.6,2.456504,1.535315,0.132784,0.099588,toilet,14
14,2019-08-30T21:57:48Z,2019-08-30T21:58:48Z,1.066666667,1.792584,1.6805475,0.132784,0.099588,toilet,14
15,2019-08-30T22:00:40Z,2019-08-30T22:01:08Z,0.533333333,0.265568,0.49794,0.033196,0.033196,faucet,14
16,2019-08-30T22:01:16Z,2019-08-30T22:01:20Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,14
17,2019-08-31T00:38:36Z,2019-08-31T00:39:36Z,1.066666667,1.726192,1.618305,0.099588,0.099588,toilet,14
18,2019-08-31T06:22:52Z,2019-08-31T06:23:20Z,0.533333333,0.564332,1.0581225,0.066392,0.066392,faucet,14
19,2019-08-31T10:38:24Z,2019-08-31T10:42:12Z,3.866666667,6.340436,1.639767931,0.099588,0.099588,shower,14
20,2019-08-31T10:51:20Z,2019-08-31T10:51:24Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,14
21,2019-08-31T10:53:44Z,2019-08-31T10:53:52Z,0.2,0.199176,0.99588,0.066392,0.033196,faucet,14
22,2019-08-31T14:20:00Z,2019-08-31T14:21:04Z,1.133333333,1.726192,1.523110588,0.099588,0.099588,toilet,14
23,2019-08-31T14:25:08Z,2019-08-31T14:25:12Z,0.133333333,0.16598,1.24485,0.066392,0.033196,faucet,14
24,2019-08-31T15:46:16Z,2019-08-31T15:47:16Z,1.066666667,1.759388,1.64942625,0.099588,0.099588,toilet,14
25,2019-08-31T15:52:00Z,2019-08-31T15:52:08Z,0.2,0.132784,0.66392,0.033196,0.033196,faucet,14
26,2019-08-31T15:53:20Z,2019-08-31T15:54:20Z,1.066666667,1.759388,1.64942625,0.099588,0.099588,toilet,14
27,2019-08-31T15:55:32Z,2019-08-31T15:55:40Z,0.2,0.16598,0.8299,0.033196,0.033196,faucet,14
28,2019-08-31T16:01:48Z,2019-08-31T16:01:52Z,0.133333333,0.099588,0.74691,0.066392,0.033196,faucet,14
29,2019-08-31T21:35:52Z,2019-08-31T21:36:52Z,1.066666667,2.356916,2.20960875,0.16598,0.132784,toilet,14
30,2019-08-31T21:42:52Z,2019-08-31T21:43:52Z,1.066666667,1.759388,1.64942625,0.099588,0.099588,toilet,14
31,2019-08-31T21:44:40Z,2019-08-31T21:44:52Z,0.266666667,0.232372,0.871395,0.033196,0.033196,faucet,14
32,2019-09-01T01:43:20Z,2019-09-01T01:44:20Z,1.066666667,1.726192,1.618305,0.099588,0.099588,toilet,14
33,2019-09-01T05:47:04Z,2019-09-01T05:48:28Z,1.466666667,2.356916,1.606988182,0.099588,0.099588,toilet,14
34,2019-09-01T06:48:52Z,2019-09-01T06:58:44Z,9.933333333,18.656152,1.878136107,0.199176,0.099588,shower,14
35,2019-09-01T07:06:36Z,2019-09-01T07:07:40Z,1.133333333,1.759388,1.552401176,0.099588,0.099588,toilet,14
36,2019-09-01T07:08:20Z,2019-09-01T07:13:44Z,5.466666667,4.780224,0.87443122,0.033196,0.033196,faucet,14
37,2019-09-01T07:21:16Z,2019-09-01T07:21:28Z,0.266666667,0.199176,0.74691,0.033196,0.033196,faucet,14
38,2019-09-01T07:27:24Z,2019-09-01T07:27:32Z,0.2,0.16598,0.8299,0.033196,0.033196,faucet,14
39,2019-09-01T07:33:48Z,2019-09-01T07:34:04Z,0.333333333,0.398352,1.195056,0.066392,0.066392,faucet,14
40,2019-09-01T07:36:08Z,2019-09-01T07:36:20Z,0.266666667,0.33196,1.24485,0.066392,0.033196,faucet,14
41,2019-09-01T07:36:56Z,2019-09-01T07:37:08Z,0.266666667,0.265568,0.99588,0.066392,0.033196,faucet,14
42,2019-09-01T07:44:00Z,2019-09-01T07:44:36Z,0.666666667,0.730312,1.095468,0.066392,0.066392,faucet,14
43,2019-09-01T08:31:48Z,2019-09-01T08:32:52Z,1.133333333,1.759388,1.552401176,0.099588,0.099588,toilet,14
44,2019-09-01T08:35:16Z,2019-09-01T08:35:32Z,0.333333333,0.33196,0.99588,0.066392,0.033196,faucet,14
45,2019-09-01T08:54:40Z,2019-09-01T08:55:00Z,0.4,0.265568,0.66392,0.066392,0.033196,faucet,14
46,2019-09-01T08:56:40Z,2019-09-01T08:56:48Z,0.2,0.132784,0.66392,0.033196,0.033196,faucet,14
47,2019-09-01T09:33:36Z,2019-09-01T09:33:44Z,0.2,0.199176,0.99588,0.066392,0.033196,faucet,14
48,2019-09-01T09:35:00Z,2019-09-01T09:36:04Z,1.133333333,1.692996,1.49382,0.099588,0.099588,toilet,14
49,2019-09-01T09:36:36Z,2019-09-01T09:43:40Z,7.133333333,12.083344,1.693926729,0.099588,0.099588,shower,14
50,2019-09-01T09:56:12Z,2019-09-01T09:56:24Z,0.266666667,0.232372,0.871395,0.033196,0.033196,faucet,14
51,2019-09-01T10:14:56Z,2019-09-01T10:15:12Z,0.333333333,0.33196,0.99588,0.066392,0.033196,faucet,14
52,2019-09-01T10:16:28Z,2019-09-01T10:16:32Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,14
53,2019-09-01T10:19:16Z,2019-09-01T10:19:28Z,0.266666667,0.265568,0.99588,0.066392,0.033196,faucet,14
54,2019-09-01T11:38:48Z,2019-09-01T11:39:48Z,1.066666667,1.759388,1.64942625,0.099588,0.099588,toilet,14
55,2019-09-01T11:52:32Z,2019-09-01T11:54:08Z,1.666666667,1.958564,1.1751384,0.066392,0.066392,faucet,14
56,2019-09-01T12:14:20Z,2019-09-01T12:14:36Z,0.333333333,0.896292,2.688876,0.199176,0.033196,faucet,14
57,2019-09-01T14:58:36Z,2019-09-01T14:58:40Z,0.133333333,0.132784,0.99588,0.033196,0.033196,faucet,14
58,2019-09-01T14:58:52Z,2019-09-01T14:59:00Z,0.2,0.099588,0.49794,0.033196,0.033196,faucet,14
59,2019-09-01T15:06:24Z,2019-09-01T15:06:44Z,0.4,0.33196,0.8299,0.066392,0.033196,faucet,14
60,2019-09-01T15:29:00Z,2019-09-01T15:30:00Z,1.066666667,1.726192,1.618305,0.099588,0.099588,toilet,14
61,2019-09-01T15:31:56Z,2019-09-01T15:32:20Z,0.466666667,0.49794,1.067014286,0.066392,0.066392,faucet,14
62,2019-09-01T15:32:32Z,2019-09-01T15:32:40Z,0.2,0.16598,0.8299,0.033196,0.033196,faucet,14
63,2019-09-01T15:34:08Z,2019-09-01T15:34:16Z,0.2,0.16598,0.8299,0.033196,0.033196,faucet,14
64,2019-09-01T15:38:56Z,2019-09-01T15:39:04Z,0.2,0.232372,1.16186,0.066392,0.033196,faucet,14
65,2019-09-01T15:44:48Z,2019-09-01T15:45:48Z,1.066666667,1.16186,1.08924375,0.066392,0.066392,faucet,14
66,2019-09-01T15:47:44Z,2019-09-01T15:48:44Z,1.066666667,1.892172,1.77391125,0.16598,0.099588,toilet,14
67,2019-09-01T15:51:20Z,2019-09-01T15:51:32Z,0.266666667,0.298764,1.120365,0.066392,0.066392,faucet,14
68,2019-09-01T15:52:56Z,2019-09-01T15:53:00Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,14
69,2019-09-01T15:57:08Z,2019-09-01T15:57:12Z,0.133333333,0.099588,0.74691,0.033196,0.033196,faucet,14
70,2019-09-01T15:59:52Z,2019-09-01T15:59:56Z,0.133333333,0.066392,0.49794,0.033196,0.033196,faucet,14
71,2019-09-01T16:03:16Z,2019-09-01T16:04:08Z,0.933333333,1.16186,1.24485,0.066392,0.066392,faucet,14
72,2019-09-01T16:08:20Z,2019-09-01T16:08:24Z,0.133333333,0.099588,0.74691,0.066392,0.033196,faucet,14
