X1,StartTime,EndTime,Duration,OriginalVolume,OriginalFlowRate,Peak_Value,Mode_Value,Label
0,2019-06-07T14:24:12Z,2019-06-07T14:25:00Z,0.866666667,1.818091,2.097797308,0.17398,0.139184,toilet
1,2019-06-07T14:53:20Z,2019-06-07T14:53:24Z,0.133333333,0.017398,0.130485,0.008699,0.008699,faucet
2,2019-06-07T16:59:24Z,2019-06-07T16:59:40Z,0.333333333,0.156582,0.469746,0.034796,0.017398,faucet
3,2019-06-07T17:00:00Z,2019-06-07T17:00:12Z,0.266666667,0.226174,0.8481525,0.052194,0.043495,faucet
4,2019-06-07T17:25:08Z,2019-06-07T17:25:16Z,0.2,0.078291,0.391455,0.026097,0.008699,faucet
5,2019-06-07T17:26:08Z,2019-06-07T17:26:16Z,0.2,0.104388,0.52194,0.034796,0.008699,faucet
6,2019-06-07T17:32:12Z,2019-06-07T17:33:08Z,1,1.852887,1.852887,0.156582,0.139184,toilet
7,2019-06-07T17:45:04Z,2019-06-07T17:45:12Z,0.2,0.034796,0.17398,0.008699,0.008699,faucet
8,2019-06-07T18:09:52Z,2019-06-07T18:10:04Z,0.266666667,0.234873,0.88077375,0.052194,0.052194,faucet
9,2019-06-07T18:32:40Z,2019-06-07T18:32:52Z,0.266666667,0.104388,0.391455,0.026097,0.026097,faucet
10,2019-06-07T18:33:12Z,2019-06-07T18:33:28Z,0.333333333,0.165281,0.495843,0.043495,0.026097,faucet
11,2019-06-07T18:34:56Z,2019-06-07T18:35:08Z,0.266666667,0.08699,0.3262125,0.017398,0.008699,faucet
12,2019-06-07T19:15:36Z,2019-06-07T19:17:08Z,1.6,1.82679,1.14174375,0.078291,0.078291,toilet
13,2019-06-07T19:18:44Z,2019-06-07T19:19:00Z,0.333333333,0.156582,0.469746,0.034796,0.026097,faucet
14,2019-06-07T19:19:40Z,2019-06-07T19:21:24Z,1.8,2.070362,1.150201111,0.078291,0.078291,toilet
15,2019-06-07T19:22:44Z,2019-06-07T19:24:36Z,1.933333333,2.035566,1.052878966,0.121786,0.078291,toilet
16,2019-06-07T19:25:00Z,2019-06-07T19:26:28Z,1.533333333,1.252656,0.816949565,0.052194,0.052194,faucet
17,2019-06-07T19:26:40Z,2019-06-07T19:28:08Z,1.533333333,1.322248,0.862335652,0.052194,0.052194,faucet
18,2019-06-07T19:29:04Z,2019-06-07T19:29:12Z,0.2,0.095689,0.478445,0.034796,0.008699,faucet
19,2019-06-07T19:29:44Z,2019-06-07T19:31:08Z,1.466666667,1.139569,0.776978864,0.060893,0.052194,faucet
20,2019-06-07T19:40:16Z,2019-06-07T19:41:40Z,1.466666667,1.078676,0.735460909,0.052194,0.052194,faucet
21,2019-06-07T20:13:40Z,2019-06-07T20:15:00Z,1.4,1.087375,0.776696429,0.052194,0.043495,faucet
22,2019-06-07T20:24:12Z,2019-06-07T20:25:32Z,1.4,1.096074,0.78291,0.052194,0.052194,faucet
23,2019-06-07T21:17:24Z,2019-06-07T21:17:28Z,0.133333333,0.104388,0.78291,0.034796,0.017398,faucet
24,2019-06-07T21:18:36Z,2019-06-07T21:19:24Z,0.866666667,1.670208,1.927163077,0.139184,0.139184,toilet
25,2019-06-07T21:20:16Z,2019-06-07T21:20:36Z,0.4,0.243572,0.60893,0.043495,0.034796,faucet
26,2019-06-07T21:33:40Z,2019-06-07T21:34:28Z,0.866666667,1.878984,2.168058462,0.191378,0.147883,toilet
27,2019-06-08T06:10:08Z,2019-06-08T06:10:56Z,0.866666667,1.809392,2.08776,0.17398,0.139184,toilet
28,2019-06-08T06:15:56Z,2019-06-08T06:16:24Z,0.533333333,0.556736,1.04388,0.08699,0.069592,faucet
29,2019-06-08T06:19:28Z,2019-06-08T06:19:36Z,0.2,0.156582,0.78291,0.043495,0.008699,faucet
30,2019-06-08T06:24:28Z,2019-06-08T06:24:32Z,0.133333333,0.052194,0.391455,0.017398,0.008699,faucet
31,2019-06-08T06:37:52Z,2019-06-08T06:38:00Z,0.2,0.026097,0.130485,0.008699,0.008699,faucet
32,2019-06-08T06:48:24Z,2019-06-08T06:49:04Z,0.733333333,0.339261,0.462628636,0.026097,0.026097,faucet
33,2019-06-08T06:55:20Z,2019-06-08T06:55:28Z,0.2,0.104388,0.52194,0.026097,0.008699,faucet
34,2019-06-08T06:57:24Z,2019-06-08T06:57:36Z,0.266666667,0.252271,0.94601625,0.060893,0.060893,faucet
35,2019-06-08T07:20:52Z,2019-06-08T07:21:12Z,0.4,0.130485,0.3262125,0.026097,0.008699,faucet
36,2019-06-08T07:51:40Z,2019-06-08T07:51:56Z,0.333333333,0.226174,0.678522,0.060893,0.008699,faucet
37,2019-06-08T07:53:40Z,2019-06-08T07:54:32Z,0.933333333,1.670208,1.789508571,0.130485,0.130485,toilet
38,2019-06-08T08:01:56Z,2019-06-08T08:02:12Z,0.333333333,0.121786,0.365358,0.026097,0.017398,faucet
39,2019-06-08T08:12:12Z,2019-06-08T08:13:04Z,0.933333333,1.65281,1.770867857,0.130485,0.130485,toilet
40,2019-06-08T08:42:00Z,2019-06-08T08:42:08Z,0.2,0.078291,0.391455,0.026097,0.008699,faucet
41,2019-06-08T08:43:04Z,2019-06-08T08:49:20Z,6.333333333,14.883989,2.350103526,0.156582,0.156582,shower
42,2019-06-08T09:41:20Z,2019-06-08T09:52:00Z,10.73333333,25.57506,2.382769565,0.165281,0.156582,shower
43,2019-06-08T09:55:12Z,2019-06-08T09:55:16Z,0.133333333,0.052194,0.391455,0.017398,0.008699,faucet
44,2019-06-08T10:34:08Z,2019-06-08T10:34:56Z,0.866666667,1.635412,1.887013846,0.130485,0.130485,toilet
45,2019-06-08T10:47:28Z,2019-06-08T10:47:32Z,0.133333333,0.034796,0.26097,0.017398,0.008699,faucet
46,2019-06-08T10:50:16Z,2019-06-08T10:50:40Z,0.466666667,0.469746,1.006598571,0.078291,0.069592,faucet
47,2019-06-08T11:42:28Z,2019-06-08T11:43:12Z,0.8,0.730716,0.913395,0.069592,0.069592,faucet
48,2019-06-08T11:43:36Z,2019-06-08T11:44:04Z,0.533333333,0.278368,0.52194,0.043495,0.034796,faucet
49,2019-06-08T12:42:20Z,2019-06-08T12:43:12Z,0.933333333,1.65281,1.770867857,0.130485,0.130485,toilet
50,2019-06-08T12:46:52Z,2019-06-08T12:47:00Z,0.2,0.060893,0.304465,0.017398,0.008699,faucet
51,2019-06-08T12:47:36Z,2019-06-08T12:48:28Z,0.933333333,1.661509,1.780188214,0.139184,0.139184,toilet
52,2019-06-08T12:52:20Z,2019-06-08T12:52:56Z,0.666666667,0.208776,0.313164,0.017398,0.017398,faucet
53,2019-06-08T12:53:24Z,2019-06-08T12:53:44Z,0.4,0.226174,0.565435,0.052194,0.026097,faucet
54,2019-06-08T16:41:36Z,2019-06-08T16:41:44Z,0.2,0.060893,0.304465,0.017398,0.008699,faucet
55,2019-06-08T16:45:44Z,2019-06-08T16:46:32Z,0.866666667,1.783295,2.057648077,0.165281,0.139184,toilet
56,2019-06-08T17:58:08Z,2019-06-08T18:00:36Z,2.533333333,2.331332,0.920262632,0.060893,0.060893,faucet
57,2019-06-08T18:00:48Z,2019-06-08T18:03:00Z,2.266666667,2.827175,1.247283088,0.095689,0.08699,faucet
58,2019-06-08T18:39:20Z,2019-06-08T18:39:44Z,0.466666667,0.208776,0.447377143,0.034796,0.034796,faucet
