X1,StartTime,EndTime,Duration,OriginalVolume,OriginalFlowRate,Peak_Value,Mode_Value,Label
0,2019-09-20T09:11:28Z,2019-09-20T09:11:52Z,0.466666667,0.513241,1.099802143,0.078291,0.060893,faucet
1,2019-09-20T09:12:44Z,2019-09-20T09:13:12Z,0.533333333,0.495843,0.929705625,0.078291,0.078291,faucet
2,2019-09-20T09:13:32Z,2019-09-20T09:13:56Z,0.466666667,1.200462,2.572418571,0.182679,0.182679,toilet
3,2019-09-20T09:14:20Z,2019-09-20T09:14:48Z,0.533333333,1.322248,2.479215,0.165281,0.165281,toilet
4,2019-09-20T09:33:56Z,2019-09-20T09:36:12Z,2.333333333,4.279908,1.834246286,0.121786,0.121786,shower
5,2019-09-20T09:49:28Z,2019-09-20T09:49:40Z,0.266666667,0.243572,0.913395,0.069592,0.017398,faucet
6,2019-09-20T10:01:04Z,2019-09-20T10:01:56Z,0.933333333,1.591917,1.705625357,0.121786,0.121786,toilet
7,2019-09-20T10:09:24Z,2019-09-20T10:11:56Z,2.6,4.78445,1.840173077,0.121786,0.121786,shower
8,2019-09-20T10:22:36Z,2019-09-20T10:22:44Z,0.2,0.217475,1.087375,0.078291,0.017398,faucet
9,2019-09-20T10:23:00Z,2019-09-20T10:23:28Z,0.533333333,0.635027,1.190675625,0.113087,0.113087,faucet
10,2019-09-20T10:23:44Z,2019-09-20T10:25:40Z,2,3.662279,1.8311395,0.121786,0.121786,shower
11,2019-09-20T11:24:36Z,2019-09-20T11:24:44Z,0.2,0.095689,0.478445,0.026097,0.008699,faucet
12,2019-09-20T11:27:08Z,2019-09-20T11:27:28Z,0.4,0.365358,0.913395,0.078291,0.017398,faucet
13,2019-09-20T11:30:48Z,2019-09-20T11:31:00Z,0.266666667,0.26097,0.9786375,0.069592,0.026097,faucet
14,2019-09-20T11:50:40Z,2019-09-20T11:51:08Z,0.533333333,1.339646,2.51183625,0.165281,0.165281,toilet
15,2019-09-20T12:35:16Z,2019-09-20T12:35:44Z,0.533333333,1.470131,2.756495625,0.191378,0.17398,toilet
16,2019-09-20T12:47:20Z,2019-09-20T12:47:52Z,0.6,1.313549,2.189248333,0.17398,0.165281,toilet
17,2019-09-20T12:48:56Z,2019-09-20T12:49:24Z,0.533333333,1.313549,2.462904375,0.165281,0.165281,toilet
18,2019-09-20T12:50:00Z,2019-09-20T12:50:36Z,0.666666667,1.496228,2.244342,0.182679,0.165281,toilet
19,2019-09-20T12:51:24Z,2019-09-20T12:51:44Z,0.4,0.382756,0.95689,0.078291,0.026097,faucet
20,2019-09-20T12:51:56Z,2019-09-20T12:52:00Z,0.133333333,0.043495,0.3262125,0.008699,0.008699,faucet
21,2019-09-20T12:55:16Z,2019-09-20T12:56:28Z,1.266666667,2.166051,1.710040263,0.121786,0.121786,shower
22,2019-09-20T12:59:12Z,2019-09-20T13:00:08Z,1,1.65281,1.65281,0.121786,0.121786,toilet
23,2019-09-20T13:00:44Z,2019-09-20T13:00:56Z,0.266666667,0.426251,1.59844125,0.095689,0.095689,faucet
24,2019-09-20T13:12:56Z,2019-09-20T13:13:24Z,0.533333333,0.817706,1.53319875,0.156582,0.156582,faucet
25,2019-09-20T13:16:24Z,2019-09-20T13:18:12Z,1.866666667,3.39261,1.817469643,0.130485,0.121786,shower
26,2019-09-20T13:19:00Z,2019-09-20T13:19:04Z,0.133333333,0.017398,0.130485,0.008699,0.008699,faucet
27,2019-09-20T13:23:20Z,2019-09-20T13:25:08Z,1.866666667,3.383911,1.812809464,0.121786,0.121786,shower
28,2019-09-20T13:30:16Z,2019-09-20T13:32:04Z,1.866666667,3.496998,1.873391786,0.121786,0.121786,shower
29,2019-09-20T13:32:24Z,2019-09-20T13:32:32Z,0.2,0.208776,1.04388,0.078291,0.017398,faucet
30,2019-09-20T13:50:56Z,2019-09-20T13:51:28Z,0.6,1.583218,2.638696667,0.217475,0.182679,toilet
31,2019-09-20T14:51:00Z,2019-09-20T14:51:32Z,0.6,1.30485,2.17475,0.165281,0.165281,toilet
32,2019-09-20T14:51:44Z,2019-09-20T14:51:52Z,0.2,0.191378,0.95689,0.060893,0.026097,faucet
33,2019-09-20T16:18:12Z,2019-09-20T16:18:16Z,0.133333333,0.034796,0.26097,0.026097,0.008699,faucet
34,2019-09-20T16:26:20Z,2019-09-20T16:26:28Z,0.2,0.165281,0.826405,0.052194,0.017398,faucet
35,2019-09-20T16:39:08Z,2019-09-20T16:39:12Z,0.133333333,0.052194,0.391455,0.017398,0.008699,faucet
36,2019-09-20T16:42:48Z,2019-09-20T16:43:08Z,0.4,0.408853,1.0221325,0.078291,0.060893,faucet
37,2019-09-20T17:05:36Z,2019-09-20T17:05:40Z,0.133333333,0.034796,0.26097,0.017398,0.008699,faucet
38,2019-09-20T17:17:28Z,2019-09-20T17:17:36Z,0.2,0.139184,0.69592,0.043495,0.017398,faucet
39,2019-09-20T17:34:52Z,2019-09-20T17:35:28Z,0.666666667,1.426636,2.139954,0.165281,0.165281,toilet
40,2019-09-20T17:42:00Z,2019-09-20T17:42:32Z,0.6,1.348345,2.247241667,0.165281,0.165281,toilet
41,2019-09-20T19:49:44Z,2019-09-20T19:49:52Z,0.2,0.121786,0.60893,0.043495,0.008699,faucet
42,2019-09-20T20:00:04Z,2019-09-20T20:00:32Z,0.533333333,1.504927,2.821738125,0.217475,0.17398,toilet
43,2019-09-20T21:42:48Z,2019-09-20T21:43:20Z,0.6,1.504927,2.508211667,0.208776,0.060893,faucet
44,2019-09-20T22:08:04Z,2019-09-20T22:08:32Z,0.533333333,1.330947,2.495525625,0.165281,0.165281,toilet
45,2019-09-20T22:10:16Z,2019-09-20T22:10:20Z,0.133333333,0.069592,0.52194,0.017398,0.008699,faucet
46,2019-09-20T22:11:08Z,2019-09-20T22:11:28Z,0.4,0.252271,0.6306775,0.060893,0.017398,faucet
47,2019-09-21T02:52:52Z,2019-09-21T02:53:20Z,0.533333333,1.330947,2.495525625,0.165281,0.165281,toilet
48,2019-09-21T02:55:16Z,2019-09-21T02:55:20Z,0.133333333,0.130485,0.9786375,0.043495,0.017398,faucet
